Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Business City,Business State
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/28/2018,09/11/2018,Unable to Locate Business - ULV,,BROOKLYN,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,03/09/2018,04/16/2018,No Consumer Response - NCR,,LONG IS CITY,NY
Furniture Sales - 242,Damaged Goods - D01,10/05/2017,11/02/2017,Goods Exchanged - GEX,Yes,BROOKLYN,NY
Restaurant - 818,Surcharge/Overcharge - S02,08/28/2018,08/29/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Appliances - 244,Breach of Warranty - B04,11/17/2017,11/22/2017,Resolved and Consumer Satisfied - SPF,Yes,ISSAQUAH,WA
Misc Non-Food Retail - 817,Misrepresentation - M01,04/24/2018,05/08/2018,No Satisfactory Agreement - NSA,No,GARDEN CITY,NY
Appliances - 244,Defective Goods - D02,11/09/2017,12/06/2017,Resolved and Consumer Satisfied - SPF,Yes,HOFFMAN ESTATES,IL
Tow Truck Company - 124,Misrepresentation - M01,05/17/2018,05/31/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Retail Store - 820,Misrepresentation - M01,02/24/2017,04/04/2017,Advised to Sue - ATS,No,BEAVERTON,OR
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,10/27/2017,11/16/2017,Cash Amount - AMT,Yes,LONG ISLAND CIT,NY
Garage - 049,Damage / Estimate,05/04/2018,06/05/2018,No Satisfactory Agreement - NSA,No,NEW YORK,NY
Dry Cleaners - 230,Lost Property - L02,03/23/2018,03/27/2018,No Satisfactory Agreement - NSA,No,NEW YORK,NY
Electronic Store - 001,Breach of Contract - B03,12/21/2017,01/29/2018,Referred to Outside - RTO,,BROOKLYN,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,12/22/2017,01/17/2018,Advised to Sue - ATS,No,CORAM,NY
Electronic Store - 001,Breach of Contract - B03,09/08/2017,09/22/2017,Unable to Locate Business - ULV,,NEW YORK,NY
Electronic Store - 001,Misrepresentation - M01,06/12/2018,07/02/2018,No Satisfactory Agreement - NSA,No,NEW YORK,NY
Electronic Store - 001,Misrepresentation - M01,02/10/2017,03/03/2017,Cash Amount - AMT,Yes,RICHMOND HILL,NY
Furniture Sales - 242,Damaged Goods - D01,02/16/2018,03/16/2018,Goods Exchanged - GEX,Yes,MANCHESTER,CT
Dry Cleaners - 230,Surcharge/Overcharge - S02,06/13/2018,06/28/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Secondhand Dealer Auto - 005,Advertising/General - A01,12/14/2016,01/20/2017,No Satisfactory Agreement - NSA,No,LONG ISLAND CITY,NY
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,04/26/2017,05/17/2017,Goods Exchanged - GEX,Yes,GARDEN CITY,NY
Travel Agency - 440,Misrepresentation - M01,12/20/2016,01/17/2017,Resolved and Consumer Satisfied - SPF,Yes,JACKSON HTS,NY
Auto Rental - 213,Surcharge/Overcharge - S02,11/24/2017,12/26/2017,Complaint Invalid - CIN,,PARK RIDGE,NJ
Tow Truck Company - 124,Surcharge/Overcharge - S02,11/03/2017,12/11/2017,Cash Amount - AMT,Yes,STATEN ISLAND,NY
Home Improvement Contractor - 100,Quality of Work - Q01,01/27/2017,03/08/2017,Cash Amount - AMT,Yes,Bronx,NY
Debt Collection Agency - 122,Billing Dispute - B02,11/02/2017,11/14/2017,Resolved and Consumer Satisfied - SPF,Yes,CHEEKTOWAGA,NY
Jewelry Store-Retail - 823,Misrepresentation - M01,08/16/2017,09/13/2017,Cash Amount - AMT,Yes,FLUSHING,NY
Home Improvement Contractor - 100,Breach of Contract - B03,11/03/2017,12/14/2017,Advised to Sue - ATS,No,STATEN ISLAND,NY
Home Improvement Contractor - 100,Breach of Contract - B03,01/19/2017,03/24/2017,Consumer Withdrew Complaint - CWC,,STATEN ISLAND,NY
Auction House - 128,Misrepresentation - M01,04/24/2017,05/04/2017,Consumer Took Action - CTA,No,NEW YORK,NY
Debt Collection Agency - 122,Billing Dispute - B02,03/16/2018,03/30/2018,Resolved and Consumer Satisfied - SPF,Yes,ROSWELL,GA
Mailorder Misc - 319,Misrepresentation - M01,06/23/2017,07/24/2017,Cash Amount - AMT,Yes,LOS ANGELES,CA
Restaurant - 818,Surcharge/Overcharge - S02,06/12/2018,06/29/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Electronic & Home Appliance Service Dealer - 115,Breach of Warranty - B04,03/30/2017,04/10/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Electronic Store - 001,Advertising/Misleading - A02,03/13/2018,03/19/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,09/15/2017,10/06/2017,Out of Business - OOB,,JAMAICA,NY
Salons And Barbershop - 841,Misrepresentation - M01,05/11/2018,05/18/2018,Goods Repaired - GRS,Yes,NEW YORK,NY
Furniture Sales - 242,Damaged Goods - D01,07/06/2018,07/19/2018,Resolved and Consumer Satisfied - SPF,Yes,HICKSVILLE,NY
Dry Cleaners - 230,Surcharge/Overcharge - S02,01/10/2017,01/17/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Debt Collection Agency - 122,Misrepresentation - M01,02/02/2018,02/27/2018,Bill Reduced - BLR,Yes,ROSWELL,GA
Home Improvement Contractor - 100,Quality of Work - Q01,07/14/2017,09/07/2017,Advised to Sue - ATS,No,NEW YORK,NY
Home Improvement Contractor - 100,Quality of Work - Q01,05/11/2018,06/04/2018,Advised to Sue - ATS,No,FOREST HILLS,NY
Garage - 049,Damage / Estimate,07/27/2018,09/05/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Misc Non-Food Retail - 817,Damaged Goods - D01,07/11/2017,07/25/2017,Advised to Sue - ATS,No,JAMAICA,NY
Electronic Store - 001,Breach of Contract - B03,01/11/2017,01/27/2017,Resolved and Consumer Satisfied - SPF,Yes,WILMINGTON,DE
Furniture Sales - 242,Non-Delivery of Goods - N01,05/31/2017,07/06/2017,Goods Received - GDR,Yes,BRONX,NY
Misc Non-Food Retail - 817,Billing Dispute - B02,08/25/2017,09/22/2017,Cash Amount - AMT,Yes,FLUSHING,NY
Debt Collection Agency - 122,Billing Dispute - B02,05/16/2017,05/31/2017,Bill Reduced - BLR,Yes,NESCONSET,NY
Travel Agency - 440,Surcharge/Overcharge - S02,05/31/2017,06/29/2017,Advised to Sue - ATS,No,NEW YORK,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,11/02/2017,12/13/2017,Referred to Outside - RTO,,LONG ISLAND CITY,NY
Mailorder Misc - 319,Misrepresentation - M01,08/18/2017,09/08/2017,Unable to Locate Business - ULV,,BROOKLYN,NY
Home Improvement Contractor - 100,Quality of Work - Q01,06/26/2018,08/07/2018,Advised to Sue - ATS,No,STATEN ISLAND,NY
Debt Collection Agency - 122,Billing Dispute - B02,10/13/2017,10/27/2017,Resolved and Consumer Satisfied - SPF,Yes,HARRISBURG,PA
Electronic Store - 001,Misrepresentation - M01,04/07/2017,04/13/2017,Goods Exchanged - GEX,Yes,NEW YORK,NY
Tow Truck Company - 124,Misrepresentation - M01,07/13/2017,07/25/2017,Cash Amount - AMT,Yes,OZONE PARK,NY
Hardware-Retail - 811,Exchange Goods/Contract Cancelled - E01,12/04/2017,12/12/2017,Advised to Sue - ATS,No,BAYSIDE,NY
Locksmith - 062,Misrepresentation - M01,09/14/2017,09/28/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,BROOKLYN,NY
Furniture Sales - 242,Damaged Goods - D01,11/22/2017,12/13/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,03/28/2017,04/26/2017,Consumer Took Action - CTA,No,STATEN ISLAND,NY
Misc Non-Food Retail - 817,Quality of Work - Q01,07/25/2017,08/02/2017,No Satisfactory Agreement - NSA,No,EAST ELMHURST,NY
Electronic & Home Appliance Service Dealer - 115,Misrepresentation - M01,07/06/2018,08/01/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,RICHARDSON,TX
Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,10/27/2017,12/08/2017,No Consumer Response - NCR,,BROOKLYN,NY
Pawnbroker - 080,Breach of Contract - B03,08/09/2018,09/06/2018,Advised to Sue - ATS,No,BRONX,NY
Secondhand Dealer Auto - 005,Misrepresentation - M01,09/13/2017,10/19/2017,Resolved and Consumer Satisfied - SPF,Yes,LONG ISLAND CIT,NY
Debt Collection Agency - 122,Billing Dispute - B02,04/11/2017,05/30/2017,Resolved and Consumer Satisfied - SPF,Yes,SUNRISE,FL
Other,Cancellation Fee,05/10/2017,06/05/2017,Cash Amount - AMT,Yes,EL SEGUNDO,CA
Secondhand Dealer Auto - 005,Damaged Goods - D01,01/12/2018,02/05/2018,Advised to Sue - ATS,No,LONG ISLAND CITY,NY
Furniture Sales - 242,Non-Delivery of Goods - N01,01/19/2017,01/30/2017,Goods Received - GDR,Yes,MANCHESTER,CT
Mailorder Misc - 319,Misrepresentation - M01,04/10/2018,04/13/2018,Complaint Invalid - CIN,,ASTON,PA
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,03/27/2017,04/07/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Debt Collection Agency - 122,Billing Dispute - B02,04/14/2017,05/05/2017,Resolved and Consumer Satisfied - SPF,Yes,RENTON,WA
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,06/16/2017,06/23/2017,Referred to Outside - RTO,,NEW YORK,NY
Wearing Apparel - 450,Exchange Goods/Contract Cancelled - E01,05/09/2017,05/17/2017,No Satisfactory Preempted - NSP,,NEW YORK,NY
Tow Truck Company - 124,Billing Dispute - B02,07/12/2018,07/30/2018,Cash Amount - AMT,Yes,ARVERNE,NY
Misc Non-Food Retail - 817,Misrepresentation - M01,06/06/2017,06/28/2017,Advised to Sue - ATS,No,NEW YORK,NY
Home Improvement Contractor - 100,Quality of Work - Q01,10/05/2017,10/30/2017,Goods Repaired - GRS,Yes,BROOKLYN,NY
Home Improvement Contractor - 100,Misrepresentation - M01,07/20/2018,09/04/2018,Advised to Sue - ATS,No,NEW YORK,NY
Furniture Sales - 242,Non-Delivery of Goods - N01,03/30/2018,04/19/2018,Referred to Outside - RTO,,NEW YORK,NY
Retail Store - 820,Exchange Goods/Contract Cancelled - E01,01/30/2018,02/08/2018,Goods Exchanged - GEX,Yes,BRONX,NY
Misc Non-Food Retail - 817,Breach of Contract - B03,05/04/2018,05/23/2018,No Business Response - NVR,No,KEW GARDENS,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,07/06/2017,08/01/2017,Goods Exchanged - GEX,Yes,BROOKLYN,NY
Home Improvement Contractor - 100,Outstanding Judgment - J01,07/13/2018,09/07/2018,Resolved and Consumer Satisfied - SPF,Yes,FRESH MEADOWS,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,03/13/2017,03/31/2017,Cash Amount - AMT,Yes,JAMAICA,NY
Debt Collection Agency - 122,Billing Dispute - B02,05/24/2017,06/21/2017,Bill Reduced - BLR,Yes,BLOOMINGTON,IL
Travel Agency - 440,Misrepresentation - M01,10/12/2017,10/26/2017,No Satisfactory Preempted - NSP,,NEW YORK,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,07/27/2017,08/18/2017,No Satisfactory Agreement - NSA,No,NEW YORK,NY
Tow Truck Company - 124,Billing Dispute - B02,04/21/2017,05/02/2017,Cash Amount - AMT,Yes,EAST ELMHURST,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,01/12/2018,02/06/2018,No Consumer Response - NCR,,BRONX,NY
Tow Truck Company - 124,Billing Dispute - B02,01/19/2017,03/17/2017,Complaint Invalid - CIN,,BROOKLYN,NY
Tow Truck Company - 124,Misrepresentation - M01,11/28/2017,12/05/2017,Cash Amount - AMT,Yes,BRONX,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,10/13/2017,11/20/2017,No Satisfactory Agreement - NSA,No,DOUGLASTON,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,04/18/2017,05/15/2017,Cash Amount - AMT,Yes,MOUNT VERNON,NY
Supermarket - 819,Billing Dispute - B02,06/02/2017,06/12/2017,Store Credit - SCR,Yes,STATEN ISLAND,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,02/07/2017,04/05/2017,Cash Amount - AMT,Yes,EAST ELMHURST,NY
Electronic Store - 001,Billing Dispute - B02,01/05/2017,02/28/2017,Bill Reduced - BLR,Yes,WILMINGTON,DE
Electronic Store - 001,Misrepresentation - M01,08/14/2018,08/14/2018,Goods Exchanged - GEX,Yes,ELMHURST,NY
Garage - 049,Damage / Estimate,02/24/2017,03/29/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Secondhand Dealer Auto - 005,Misrepresentation - M01,07/31/2017,09/15/2017,Advised to Sue - ATS,No,FLUSHING,NY
Employment Agency - 034,Non-Delivery of Service - N02,05/16/2017,06/07/2017,Referred to Hearing - RTH,No,JACKSON HEIGHTS,NY
Garage - 049,Advertising/General - A01,12/16/2016,01/10/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Debt Collection Agency - 122,Billing Dispute - B02,04/18/2017,05/01/2017,Resolved and Consumer Satisfied - SPF,Yes,NORFOLK,VA
Storage Warehouse - 120,Damaged Goods - D01,08/02/2017,09/05/2017,Advised to Sue - ATS,No,LONG ISLAND CITY,NY
Electronic Store - 001,Breach of Contract - B03,10/10/2017,11/08/2017,No Business Response - NVR,No,JAMAICA,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,09/28/2017,11/03/2017,No Business Response - NVR,No,JAMAICA,NY
Immigration Svc Prv - 893,Advertising/Misleading - A02,11/16/2017,12/11/2017,No Business Response - NVR,No,CORONA,NY
Electronic Store - 001,Advertising/Misleading - A02,02/07/2017,02/28/2017,Bill Reduced - BLR,Yes,WILMINGTON,DE
Furniture Sales - 242,Damaged Goods - D01,04/06/2017,05/17/2017,Goods Exchanged - GEX,Yes,LIVERPOOL,NY
Home Improvement Contractor - 100,Defective Goods - D02,01/05/2018,02/15/2018,Advised to Sue - ATS,No,STATEN ISLAND,NY
Secondhand Dealer Auto - 005,Refund Policy - R01,04/11/2017,05/17/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Garage - 049,Damaged Goods - D01,05/25/2018,07/23/2018,No Satisfactory Agreement - NSA,No,NEW YORK,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,02/27/2018,03/07/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,JACKSON HTS,NY
Debt Collection Agency - 122,Misrepresentation - M01,05/02/2017,06/02/2017,Bill Reduced - BLR,Yes,NORFOLK,VA
Electronic Store - 001,Advertising/Misleading - A02,12/07/2017,01/08/2018,Cash Amount - AMT,Yes,NEW YORK,NY
Tow Truck Company - 124,Billing Dispute - B02,02/28/2017,03/22/2017,Cash Amount - AMT,Yes,BRONX,NY
Electronic Store - 001,Misrepresentation - M01,07/20/2018,08/02/2018,Resolved and Consumer Satisfied - SPF,Yes,SOUTH RICHMOND HILL,NY
Home Improvement Contractor - 100,Quality of Work - Q01,01/19/2017,02/22/2017,Advised to Sue - ATS,No,EAST MEADOW,NY
Parking Lot - 050,Surcharge/Overcharge - S02,02/08/2017,02/15/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Pawnbroker - 080,Breach of Contract - B03,11/16/2017,12/04/2017,Goods Received - GDR,Yes,BRONX,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,06/20/2017,06/29/2017,Store Credit - SCR,Yes,BROOKLYN,NY
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,04/25/2017,05/30/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Tow Truck Company - 124,Misrepresentation - M01,10/11/2017,10/20/2017,Resolved and Consumer Satisfied - SPF,Yes,OZONE PARK,NY
Home Improvement Contractor - 100,Breach of Contract - B03,03/28/2017,05/05/2017,Advised to Sue - ATS,No,MASPETH,NY
Furniture Sales - 242,Misrepresentation - M01,04/11/2017,04/14/2017,Referred to Outside - RTO,,PASSAIC,NJ
Garage - 049,Damaged Goods - D01,05/03/2017,06/09/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Debt Settlement - 248,Misrepresentation - M01,08/03/2017,09/08/2017,Referred to Outside - RTO,,NORTH HUNTINGDON,PA
Home Improvement Contractor - 100,Quality of Work - Q01,07/06/2017,09/06/2017,Advised to Sue - ATS,No,EAST ROCKAWAY,NY
Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,03/16/2017,04/10/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Mailorder Misc - 319,Non-Delivery of Goods - N01,03/28/2018,04/02/2018,Cash Amount - AMT,Yes,RANCHO DOMINGUEZ,CA
Secondhand Dealer [General] - 006,Surcharge/Overcharge - S02,05/24/2018,06/15/2018,No Business Response - NVR,No,JAMAICA,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,08/17/2018,09/12/2018,Cash Amount - AMT,Yes,NEW YORK,NY
Internet Complaints - 443,Defective Goods - D02,09/15/2017,10/04/2017,Referred to Outside - RTO,,BETHPAGE,NY
Tow Truck Company - 124,Misrepresentation - M01,07/03/2018,07/18/2018,Advised to Sue - ATS,No,BRONX,NY
Secondhand Dealer Auto - 005,Damaged Goods - D01,02/02/2018,02/20/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,ALDEN MANOR,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,01/27/2017,03/28/2017,Referred to Outside - RTO,,BRONX,NY
Appliances - 244,Misrepresentation - M01,07/31/2018,08/06/2018,Cash Amount - AMT,Yes,JACKSON HEIGHTS,NY
Electronic Store - 001,Advertising/Misleading - A02,07/13/2017,08/29/2017,Consumer Took Action - CTA,No,LONG ISLAND CITY,NY
Home Improvement Contractor - 100,Damaged Goods - D01,01/06/2017,03/02/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Misc Non-Food Retail - 817,Other - Z01,02/24/2017,03/09/2017,No Satisfactory Agreement - NSA,No,LOUISVILLE,KY
Mailorder Misc - 319,Non-Delivery of Goods - N01,06/01/2017,07/03/2017,No Business Response - NVR,No,NEW YORK,NY
Gas Station-Retail - 815,Surcharge/Overcharge - S02,05/29/2018,06/06/2018,Complaint Invalid - CIN,,EAST ELMHURST,NY
Electronic Store - 001,Breach of Warranty - B04,03/03/2017,03/22/2017,Referred to Manufacturer - RMF,,FARMINGDALE,NY
Home Improvement Contractor - 100,Quality of Work - Q01,06/08/2018,06/28/2018,Resolved and Consumer Satisfied - SPF,Yes,S OZONE PARK,NY
Travel Agency - 440,Non-Delivery of Goods - N01,02/09/2018,03/08/2018,Advised to Sue - ATS,No,NEW YORK,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,04/20/2018,05/21/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Furniture Sales - 242,Damaged Goods - D01,12/22/2017,01/25/2018,Advised to Sue - ATS,No,MANCHESTER,CT
Tow Truck Company - 124,Surcharge/Overcharge - S02,01/05/2018,02/09/2018,Cash Amount - AMT,Yes,LONG ISLAND CITY,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,01/05/2017,03/01/2017,Referred to Hearing - RTH,No,BRONX,NY
Debt Collection Agency - 122,Misrepresentation - M01,07/24/2018,07/31/2018,Bill Reduced - BLR,Yes,CEDAR FALLS,IA
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,07/19/2017,07/25/2017,Resolved and Consumer Satisfied - SPF,Yes,GARDEN CITY,NY
Tow Truck Company - 124,Misrepresentation - M01,03/06/2018,03/13/2018,Cash Amount - AMT,Yes,BRONX,NY
Garage & Parking Lot - 098,Surcharge/Overcharge - S02,06/20/2017,07/10/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Employment Agency - 034,Advertising/Misleading - A02,05/25/2018,06/05/2018,Unable to Locate Business - ULV,,NEW YORK,NY
Furniture Sales - 242,Misrepresentation - M01,05/18/2018,05/31/2018,Resolved and Consumer Satisfied - SPF,Yes,ASTORIA,NY
Auction House - 128,Exchange Goods/Contract Cancelled - E01,10/10/2017,10/13/2017,No Business Response - NVR,No,NEW YORK,NY
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,08/08/2017,08/31/2017,Complaint Invalid - CIN,,STATEN ISLAND,NY
Home Improvement Contractor - 100,Quality of Work - Q01,07/06/2017,09/01/2017,No Consumer Response - NCR,,S OZONE PARK,NY
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,10/26/2017,11/14/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Funeral Homes - 888,Wrong Goods - W01,11/14/2017,11/17/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Health Spa - 839,Misrepresentation - M01,04/26/2017,06/09/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Debt Collection Agency - 122,Billing Dispute - B02,08/22/2017,08/31/2017,Bill Reduced - BLR,Yes,ROSWELL,GA
Tow Truck Company - 124,Misrepresentation - M01,08/24/2017,09/22/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Sightseeing Bus - 078,Advertising/General - A01,02/03/2017,02/21/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,07/28/2017,08/08/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Furniture Sales - 242,Non-Delivery of Goods - N01,06/28/2017,07/12/2017,Unable to Locate Business - ULV,,BROOKLYN,NY
Debt Collection Agency - 122,Billing Dispute - B02,09/26/2017,10/03/2017,Bill Reduced - BLR,Yes,ROSWELL,GA
Home Improvement Contractor - 100,Non-Delivery of Service - N02,12/28/2017,01/24/2018,Referred to Outside - RTO,,STATEN ISLAND,NY
Secondhand Dealer Auto - 005,Damaged Goods - D01,12/14/2017,12/18/2017,Complaint Invalid - CIN,,BRONX,NY
Internet Complaints - 443,Surcharge/Overcharge - S02,10/05/2017,10/23/2017,Referred to Outside - RTO,,CHICAGO,IL
Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,03/09/2018,03/14/2018,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Garage - 049,Damage / Estimate,09/18/2017,10/05/2017,Cash Amount - AMT,Yes,BRONX,NY
Garage - 049,Billing Dispute - B02,08/15/2017,08/22/2017,Consumer Took Action - CTA,No,NEW YORK,NY
Tow Truck Company - 124,Misrepresentation - M01,07/13/2018,08/10/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Home Improvement Contractor - 100,Damaged Goods - D01,07/06/2017,08/31/2017,Cash Amount - AMT,Yes,SOUTH RICHMOND HILL,NY
Tow Truck Company - 124,Billing Dispute - B02,06/20/2018,07/27/2018,Cash Amount - AMT,Yes,BRONX,NY
Debt Collection Agency - 122,Billing Dispute - B02,07/25/2017,08/09/2017,Resolved and Consumer Satisfied - SPF,Yes,NORFOLK,VA
Employment Agency - 034,Non-Delivery of Service - N02,05/11/2018,06/07/2018,Complaint Invalid - CIN,,BROOKLYN,NY
Secondhand Dealer Auto - 005,Damaged Goods - D01,10/23/2017,11/08/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Hotel/Motel - 460,Surcharge/Overcharge - S02,02/22/2018,03/20/2018,Advised to Sue - ATS,No,NEW YORK,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,05/16/2017,05/22/2017,Cash Amount - AMT,Yes,OZONE PARK,NY
Supermarket - 819,Exchange Goods/Contract Cancelled - E01,03/06/2018,03/12/2018,Complaint Invalid - CIN,,NEW YORK,NY
Electronic Store - 001,Breach of Warranty - B04,02/06/2017,02/27/2017,Referred to Manufacturer - RMF,,BRONX,NY
