,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Business City,Business State,Count the number of first five most complainted states,
4287,Employment Agency - 034,Non-Delivery of Service - N02,04/24/2018,04/25/2018,Cash Amount - AMT,Yes,BROOKLYN,NY,,
4288,Home Improvement Contractor - 100,Quality of Work - Q01,10/27/2017,12/14/2017,Cash Amount - AMT,Yes,ROCKAWAY PARK,NY,,
4289,Restaurant - 818,Surcharge/Overcharge - S02,01/02/2018,01/08/2018,Cash Amount - AMT,Yes,BROOKLYN,NY,,
4290,Dry Cleaners - 230,Non-Delivery of Service - N02,10/16/2017,10/31/2017,Cash Amount - AMT,Yes,NEW YORK,NY,,
4291,Debt Collection Agency - 122,Billing Dispute - B02,02/10/2017,03/15/2017,Resolved and Consumer Satisfied - SPF,Yes,MINNEAPOLIS,MN,,
4292,Home Improvement Contractor - 100,Damaged Goods - D01,06/29/2017,07/12/2017,Referred to Outside - RTO,,JERSEY CITY,NJ,,
4293,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,11/24/2017,12/07/2017,Advised to Sue - ATS,No,LONG ISLAND CITY,NY,,
4294,Tow Truck Company - 124,Misrepresentation - M01,08/09/2018,09/05/2018,Cash Amount - AMT,Yes,BROOKLYN,NY,,
4295,Misc Non-Food Retail - 817,Misrepresentation - M01,04/19/2017,05/17/2017,Advised to Sue - ATS,No,NEW YORK,NY,,
4296,Dry Cleaners - 230,Non-Delivery of Service - N02,01/27/2017,02/14/2017,Cash Amount - AMT,Yes,NEW YORK,NY,,
4297,Home Improvement Contractor - 100,Non-Delivery of Service - N02,11/24/2017,12/21/2017,Advised to Sue - ATS,No,RONKONKOMA,NY,,
4298,Debt Collection Agency - 122,Billing Dispute - B02,08/14/2018,08/27/2018,Bill Reduced - BLR,Yes,FT WASHINGTON,PA,,
4299,Auto Rental - 213,Billing Dispute - B02,12/28/2016,01/13/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,PARK RIDGE,NJ,,
4300,Tow Truck Company - 124,Misrepresentation - M01,07/06/2018,08/07/2018,Advised to Sue - ATS,No,LONG ISLAND CITY,NY,,
4301,Auction House - 128,Misrepresentation - M01,10/05/2017,10/13/2017,No Business Response - NVR,No,NEW YORK,NY,,
4302,Mailorder Misc - 319,Misrepresentation - M01,01/11/2018,02/16/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW ALBANY,OH,,
4303,Health Spa - 839,Misrepresentation - M01,12/12/2017,12/22/2017,No Satisfactory Preempted - NSP,,NEW YORK,NY,,
4304,Misc Non-Food Retail - 817,Misrepresentation - M01,03/01/2017,03/21/2017,No Satisfactory Agreement - NSA,No,NEW YORK,NY,,
4305,Tow Truck Company - 124,Surcharge/Overcharge - S02,02/16/2017,04/04/2017,Cash Amount - AMT,Yes,ROCKAWAY BEACH,NY,,
4306,Laundry - 064,Damaged Goods - D01,07/19/2017,07/28/2017,Cash Amount - AMT,Yes,ASTORIA,NY,,
4307,Electronic Store - 001,Surcharge/Overcharge - S02,06/12/2018,06/21/2018,Cash Amount - AMT,Yes,JERSEY CITY,NJ,,
4308,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,04/21/2017,05/02/2017,Out of Business - OOB,,BROOKLYN,NY,,
4309,Electronic Store - 001,Advertising/Misleading - A02,03/15/2017,04/18/2017,No Consumer Response - NCR,,NEW YORK,NY,,
4310,Furniture Sales - 242,Non-Delivery of Goods - N01,01/20/2017,03/06/2017,No Satisfactory Agreement - NSA,No,BROOKLYN,NY,,
4311,Electronic Store - 001,Misrepresentation - M01,01/12/2018,02/09/2018,Cash Amount - AMT,Yes,WILMINGTON,DE,,
4312,Home Improvement Contractor - 100,Quality of Work - Q01,08/24/2018,09/20/2018,Advised to Sue - ATS,No,FAR ROCKAWAY,NY,,
4313,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Goods - N01,11/16/2017,12/08/2017,Resolved and Consumer Satisfied - SPF,Yes,WILMINGTON,DE,,
4314,Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,09/01/2017,10/02/2017,Referred to Hearing - RTH,No,JAMAICA,NY,,
4315,Furniture Sales - 242,Damaged Goods - D01,09/26/2017,09/28/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
4316,Garage - 049,Damaged Goods - D01,12/21/2016,02/16/2017,Cash Amount - AMT,Yes,NEW YORK,NY,,
4317,Home Improvement Contractor - 100,Non-Delivery of Service - N02,06/02/2017,07/25/2017,Advised to Sue - ATS,No,ASTORIA,NY,,
4318,Debt Collection Agency - 122,Billing Dispute - B02,07/12/2018,07/16/2018,Resolved and Consumer Satisfied - SPF,Yes,MOUNT SINAI,NY,,
4319,Home Improvement Contractor - 100,Quality of Work - Q01,07/03/2018,08/01/2018,Advised to Sue - ATS,No,BROOKLYN,NY,,
4320,Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,11/02/2017,11/17/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,MOUNT VERNON,NY,,
4321,Storage Warehouse - 120,Misrepresentation - M01,10/11/2017,11/17/2017,No Consumer Response - NCR,,BRONX,NY,,
4322,Furniture Sales - 242,Misrepresentation - M01,07/11/2017,08/02/2017,Consumer Took Action - CTA,No,HICKSVILLE,NY,,
4323,Debt Collection Agency - 122,Misrepresentation - M01,03/06/2018,03/16/2018,Resolved and Consumer Satisfied - SPF,Yes,HOOVER,AL,,
4324,Furniture Sales - 242,Advertising/Misleading - A02,11/22/2017,12/08/2017,Resolved and Consumer Satisfied - SPF,Yes,MANCHESTER,CT,,
4325,Home Improvement Contractor - 100,Non-Delivery of Service - N02,02/09/2018,03/01/2018,Referred to Outside - RTO,,NEW YORK,NY,,
4326,Home Improvement Contractor - 100,Misrepresentation - M01,02/16/2018,03/16/2018,No Business Response - NVR,No,BROOKLYN,NY,,
4328,Storage Warehouse - 120,Lost Property - L02,06/29/2018,07/30/2018,Unable to Locate Business - ULV,,BRONX,NY,,
4329,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,09/07/2018,09/17/2018,Referred to Outside - RTO,,MANCHESTER,CT,,
4330,Pawnbroker - 080,Misrepresentation - M01,07/13/2017,08/08/2017,Goods Received - GDR,Yes,BROOKLYN,NY,,
4331,Home Improvement Contractor - 100,Quality of Work - Q01,11/16/2017,12/08/2017,Resolved and Consumer Satisfied - SPF,Yes,WOODHAVEN,NY,,
4332,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,07/18/2017,07/25/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
4333,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,08/17/2018,09/21/2018,Advised to Sue - ATS,No,MASPETH,NY,,
4334,Misc Non-Food Retail - 817,Misrepresentation - M01,04/17/2018,04/20/2018,Store Credit - SCR,Yes,CHESAPEAKE,VA,,
4335,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,04/19/2018,05/15/2018,No Business Response - NVR,No,BROOKLYN,NY,,
4337,Supermarket - 819,Advertising/General - A01,03/13/2018,03/15/2018,Resolved and Consumer Satisfied - SPF,Yes,QUEENS VILLAGE,NY,,
4338,Hotel/Motel - 460,Breach of Contract - B03,08/16/2017,09/28/2017,Referred to Outside - RTO,,NEW YORK,NY,,
4340,Garage - 049,Damaged Goods - D01,12/15/2017,01/09/2018,Cash Amount - AMT,Yes,ASTORIA,NY,,
4341,Secondhand Dealer Auto - 005,Breach of Contract - B03,03/23/2018,03/30/2018,Referred to Outside - RTO,,LONG ISLAND CITY,NY,,
4342,Appliances - 244,Damaged Goods - D01,09/29/2017,10/27/2017,Goods Repaired - GRS,Yes,HOFFMAN ESTATES,IL,,
4343,Retail Store - 820,Misrepresentation - M01,03/20/2018,04/02/2018,Store Credit - SCR,Yes,NEW YORK,NY,,
4345,Dealer In Products For The Disabled - 119,Exchange Goods/Contract Cancelled - E01,01/02/2018,01/16/2018,No Satisfactory Agreement - NSA,No,FLUSHING,NY,,
4346,Secondhand Dealer Auto - 005,Billing Dispute - B02,05/04/2018,05/16/2018,Referred to Outside - RTO,,LONG IS CITY,NY,,
4347,Furniture Sales - 242,Non-Delivery of Goods - N01,01/11/2017,02/10/2017,No Consumer Response - NCR,,JAMAICA,NY,,
4348,Debt Collection Agency - 122,Billing Dispute - B02,05/24/2017,05/31/2017,Bill Reduced - BLR,Yes,WEST SENECA,NY,,
4349,Home Improvement Contractor - 100,Outstanding Judgment - J01,04/19/2018,06/08/2018,Resolved and Consumer Satisfied - SPF,Yes,SOUTH OZONE PARK,NY,,
4350,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,03/21/2017,04/05/2017,No Satisfactory Preempted - NSP,,BROOKLYN,NY,,
4351,Home Improvement Contractor - 100,Unlicensed,01/19/2017,02/28/2017,Advised to Sue - ATS,No,RICHMOND HILL,NY,,
4352,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,06/01/2018,06/13/2018,Unable to Locate Business - ULV,,BRONX,NY,,
4353,Electronic Store - 001,Breach of Contract - B03,05/01/2018,05/04/2018,Cash Amount - AMT,Yes,NEW YORK,NY,,
4354,Home Improvement Contractor - 100,Non-Delivery of Service - N02,09/15/2017,09/26/2017,Cash Amount - AMT,Yes,NEW YORK,NY,,
4355,Electronic Store - 001,Surcharge/Overcharge - S02,01/04/2017,01/12/2017,Complaint Invalid - CIN,,NEW YORK,NY,,
4356,Furniture Sales - 242,Surcharge/Overcharge - S02,04/12/2017,04/18/2017,Bill Reduced - BLR,Yes,LIVERPOOL,NY,,
4358,Tow Truck Company - 124,Billing Dispute - B02,08/30/2017,10/02/2017,Advised to Sue - ATS,No,BRONX,NY,,
4359,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,05/02/2017,05/09/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
4361,Employment Agency - 034,Misrepresentation - M01,03/02/2018,03/20/2018,No Business Response - NVR,No,NEW YORK,NY,,
4362,Misc Non-Food Retail - 817,Breach of Contract - B03,12/13/2016,01/26/2017,Consumer Took Action - CTA,No,HICKSVILLE,NY,,
4363,Electronic Store - 001,Breach of Contract - B03,01/19/2017,01/26/2017,Resolved and Consumer Satisfied - SPF,Yes,WILMINGTON,DE,,
4364,Electronic Store - 001,Breach of Contract - B03,03/13/2018,03/30/2018,Complaint Invalid - CIN,,WILMINGTON,DE,,
4365,Misc Non-Food Retail - 817,Refund Policy - R01,08/10/2018,08/27/2018,Resolved and Consumer Satisfied - SPF,Yes,ARMONK,NY,,
4366,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,04/13/2018,05/02/2018,Resolved and Consumer Satisfied - SPF,Yes,ATLANTA,GA,,
4367,Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,05/01/2018,05/18/2018,Cash Amount - AMT,Yes,NEW YORK,NY,,
4368,Home Improvement Contractor - 100,Breach of Contract - B03,02/07/2017,02/13/2017,Advised to Sue - ATS,No,DUMONT,NJ,,
4369,Debt Collection Agency - 122,Harassment - H01,07/06/2017,07/17/2017,Resolved and Consumer Satisfied - SPF,Yes,GREENVILLE,SC,,
4370,Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,12/21/2017,12/26/2017,Referred to Outside - RTO,,BRONX,NY,,
4371,Home Improvement Contractor - 100,Quality of Work - Q01,10/27/2017,11/22/2017,Advised to Sue - ATS,No,STATEN ISLAND,NY,,
4372,Misc Non-Food Retail - 817,Damaged Goods - D01,04/06/2017,04/13/2017,Goods Exchanged - GEX,Yes,BROOKLYN,NY,,
4374,Tow Truck Company - 124,Damaged Goods - D01,02/20/2018,03/12/2018,Advised to Sue - ATS,No,MASPETH,NY,,
4375,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,02/09/2018,03/20/2018,Advised to Sue - ATS,No,NEW YORK,NY,,
4376,Tow Truck Company - 124,Surcharge/Overcharge - S02,08/07/2018,09/13/2018,Cash Amount - AMT,Yes,STATEN ISLAND,NY,,
4377,Mailorder Misc - 319,Non-Delivery of Goods - N01,07/24/2018,08/07/2018,Resolved and Consumer Satisfied - SPF,Yes,RANCHO DOMINGUEZ,CA,,
4378,Mailorder Misc - 319,Non-Delivery of Goods - N01,03/16/2017,03/22/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
4380,Health Spa - 839,Surcharge/Overcharge - S02,08/14/2018,09/04/2018,Referred to Outside - RTO,,NEW YORK,NY,,
4381,Misc Non-Food Retail - 817,Breach of Contract - B03,12/27/2016,02/02/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
4382,Ticket Seller,Cancellation/Closure Without Notice,03/16/2018,03/21/2018,Resolved and Consumer Satisfied - SPF,Yes,BRONX,NY,,
4383,Misc Non-Food Retail - 817,Damaged Goods - D01,11/09/2017,11/16/2017,No Satisfactory Agreement - NSA,No,BRONX,NY,,
4384,Furniture Sales - 242,Misrepresentation - M01,10/10/2017,10/13/2017,Goods Exchanged - GEX,Yes,FARMINGDALE,NY,,
4385,Secondhand Dealer Auto - 005,Breach of Contract - B03,04/18/2017,05/02/2017,Complaint Invalid - CIN,,BRONX,NY,,
4386,Internet Complaints - 443,Surcharge/Overcharge - S02,02/17/2017,03/30/2017,Referred to Outside - RTO,,BROOKLYN,NY,,
4387,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,06/15/2018,07/02/2018,No Consumer Response - NCR,,ELMHURST,NY,,
4388,Appliances - 244,Damaged Goods - D01,01/18/2018,02/15/2018,Resolved and Consumer Satisfied - SPF,Yes,FARMINGDALE,NY,,
4389,Hotel/Motel - 460,Surcharge/Overcharge - S02,07/11/2017,08/04/2017,Cash Amount - AMT,Yes,NEW YORK,NY,,
4390,Tow Truck Company - 124,Damaged Goods - D01,02/24/2017,04/05/2017,Consumer Took Action - CTA,No,MASPETH,NY,,
4391,Debt Collection Agency - 122,Billing Dispute - B02,06/09/2017,06/16/2017,Referred to Outside - RTO,,DALLAS,TX,,
4392,Tow Truck Company - 124,Damaged Goods - D01,03/23/2018,04/05/2018,No Satisfactory Agreement - NSA,No,BROOKLYN,NY,,
4393,Debt Collection Agency - 122,Billing Dispute - B02,10/26/2017,11/29/2017,Resolved and Consumer Satisfied - SPF,Yes,SAINT PAUL,MN,,
4394,Home Improvement Contractor - 100,Non-Delivery of Service - N02,04/05/2018,04/19/2018,Advised to Sue - ATS,No,FLUSHING,NY,,
4395,Dry Cleaners - 230,Damaged Goods - D01,01/11/2017,01/23/2017,Cash Amount - AMT,Yes,BROOKLYN,NY,,
4397,Furniture Sales - 242,Non-Delivery of Goods - N01,05/17/2018,06/25/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY,,
4398,Secondhand Dealer Auto - 005,Breach of Contract - B03,12/22/2017,01/10/2018,Cash Amount - AMT,Yes,JAMAICA,NY,,
4399,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,12/29/2016,02/07/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
4400,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/24/2017,09/18/2017,No Satisfactory Preempted - NSP,,NEW YORK,NY,,
4401,Garage - 049,Damaged Goods - D01,07/27/2018,09/11/2018,Advised to Sue - ATS,No,NEW YORK,NY,,
4402,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,06/02/2017,06/30/2017,No Consumer Response - NCR,,JAMAICA,NY,,
4403,Home Improvement Contractor - 100,Non-Delivery of Service - N02,12/19/2016,01/06/2017,Cash Amount - AMT,Yes,STATEN ISLAND,NY,,
4404,Secondhand Dealer Auto - 005,Misrepresentation - M01,02/16/2018,04/06/2018,Advised to Sue - ATS,No,NEW YORK,NY,,
4405,Debt Collection Agency - 122,Billing Dispute - B02,07/27/2018,08/17/2018,Resolved and Consumer Satisfied - SPF,Yes,ROSWELL,GA,,
4406,Electronic Store - 001,Misrepresentation - M01,09/07/2017,10/18/2017,Advised to Sue - ATS,No,NEW YORK,NY,,
4407,Secondhand Dealer Auto - 005,Defective Goods - D02,10/06/2017,11/15/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
4408,Secondhand Dealer Auto - 005,Damaged Goods - D01,10/16/2017,11/30/2017,Advised to Sue - ATS,No,BRONX,NY,,
4409,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,04/19/2017,05/19/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
4410,Debt Collection Agency - 122,Misrepresentation - M01,04/13/2018,04/23/2018,Resolved and Consumer Satisfied - SPF,Yes,PETALUMA,CA,,
4411,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,11/16/2017,11/30/2017,Goods Received - GDR,Yes,BROOKLYN,NY,,
4412,Appliances - 244,Defective Goods - D02,11/09/2017,12/15/2017,Cash Amount - AMT,Yes,ATLANTA,GA,,
4413,Home Improvement Contractor - 100,Non-Delivery of Service - N02,04/18/2017,06/02/2017,Unable to Locate Business - ULV,,MIDDLE VLG,NY,,
4414,Misc Non-Food Retail - 817,Misrepresentation - M01,02/16/2018,02/27/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY,,
4415,Tow Truck Company - 124,Damaged Goods - D01,08/21/2018,08/22/2018,Referred to Outside - RTO,,ASTORIA,NY,,
4416,Secondhand Dealer Auto - 005,Breach of Contract - B03,10/04/2017,10/26/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
4417,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,07/25/2017,08/04/2017,Advised to Sue - ATS,No,BROOKLYN,NY,,
4419,Electronic Store - 001,Misrepresentation - M01,05/12/2017,06/07/2017,Referred to Manufacturer - RMF,,RICHFIELD,MN,,
4420,Misc Non-Food Retail - 817,Wrong Goods - W01,02/23/2018,04/13/2018,No Satisfactory Agreement - NSA,No,NEW YORK,NY,,
4421,Debt Collection Agency - 122,Billing Dispute - B02,12/27/2016,01/06/2017,Resolved and Consumer Satisfied - SPF,Yes,DENVER,CO,,
4422,Debt Collection Agency - 122,Billing Dispute - B02,07/27/2018,08/29/2018,Resolved and Consumer Satisfied - SPF,Yes,LYNNWOOD,WA,,
4423,Debt Settlement - 248,Misrepresentation - M01,03/03/2017,04/21/2017,Consumer Withdrew Complaint - CWC,,LOS ANGELES,CA,,
4424,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,04/24/2017,05/09/2017,Advised to Sue - ATS,No,NEW YORK,NY,,
4425,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,05/11/2018,05/15/2018,Complaint Invalid - CIN,,BROOKLYN,NY,,
4426,Home Improvement Contractor - 100,Quality of Work - Q01,07/27/2018,09/26/2018,Resolved and Consumer Satisfied - SPF,Yes,PELHAM,NY,,
4427,Employment Agency - 034,Non-Delivery of Service - N02,11/28/2017,12/01/2017,Cash Amount - AMT,Yes,JACKSON HEIGHTS,NY,,
4428,Tow Truck Company - 124,Misrepresentation - M01,04/21/2017,05/02/2017,Goods Received - GDR,Yes,OZONE PARK,NY,,
4429,Appliances - 244,Misrepresentation - M01,07/20/2018,08/07/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,PLANO,TX,,
4430,Debt Collection Agency - 122,Misrepresentation - M01,12/01/2017,12/22/2017,Resolved and Consumer Satisfied - SPF,Yes,GAHANNA,OH,,
4432,Home Improvement Contractor - 100,Quality of Work - Q01,10/17/2017,12/11/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
4433,Electronic Store - 001,Misrepresentation - M01,06/08/2018,07/11/2018,No Business Response - NVR,No,NEW YORK,NY,,
4434,Secondhand Dealer Auto - 005,Breach of Contract - B03,11/16/2017,11/29/2017,Complaint Invalid - CIN,,BRONX,NY,,
4435,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,09/14/2018,09/25/2018,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY,,
4436,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,08/18/2017,09/28/2017,Referred to Outside - RTO,,NEW YORK,NY,,
4437,Home Improvement Contractor - 100,Defective Goods - D02,08/24/2017,09/22/2017,Goods Repaired - GRS,Yes,NEW YORK,NY,,
4438,Tow Truck Company - 124,Misrepresentation - M01,04/24/2018,04/27/2018,Advised to Sue - ATS,No,BRONX,NY,,
4439,Electronic Store - 001,Damaged Goods - D01,05/17/2017,06/15/2017,Resolved and Consumer Satisfied - SPF,Yes,JACKSON HEIGHTS,NY,,
4441,Dry Cleaners - 230,Damaged Goods - D01,11/06/2017,11/08/2017,Advised to Sue - ATS,No,BRONX,NY,,
4442,Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,08/03/2018,09/12/2018,Complaint Invalid - CIN,,BROOKLYN,NY,,
4443,Home Improvement Contractor - 100,Misrepresentation - M01,11/20/2017,12/20/2017,Resolved and Consumer Satisfied - SPF,Yes,STATEN ISLAND,NY,,
4444,Restaurant - 818,Exchange Goods/Contract Cancelled - E01,10/17/2017,11/08/2017,Unable to Locate Business - ULV,,STATEN ISLAND,NY,,
4445,Home Improvement Contractor - 100,Quality of Work - Q01,03/27/2018,03/28/2018,Cash Amount - AMT,Yes,WOODSIDE,NY,,
4446,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/28/2018,09/11/2018,Unable to Locate Business - ULV,,BROOKLYN,NY,,
4447,Secondhand Dealer Auto - 005,Breach of Contract - B03,03/09/2018,04/16/2018,No Consumer Response - NCR,,LONG IS CITY,NY,,
4448,Furniture Sales - 242,Damaged Goods - D01,10/05/2017,11/02/2017,Goods Exchanged - GEX,Yes,BROOKLYN,NY,,
4449,Restaurant - 818,Surcharge/Overcharge - S02,08/28/2018,08/29/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY,,
4450,Appliances - 244,Breach of Warranty - B04,11/17/2017,11/22/2017,Resolved and Consumer Satisfied - SPF,Yes,ISSAQUAH,WA,,
4451,Misc Non-Food Retail - 817,Misrepresentation - M01,04/24/2018,05/08/2018,No Satisfactory Agreement - NSA,No,GARDEN CITY,NY,,
4452,Appliances - 244,Defective Goods - D02,11/09/2017,12/06/2017,Resolved and Consumer Satisfied - SPF,Yes,HOFFMAN ESTATES,IL,,
4453,Tow Truck Company - 124,Misrepresentation - M01,05/17/2018,05/31/2018,Cash Amount - AMT,Yes,BROOKLYN,NY,,
4454,Retail Store - 820,Misrepresentation - M01,02/24/2017,04/04/2017,Advised to Sue - ATS,No,BEAVERTON,OR,,
4455,Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,10/27/2017,11/16/2017,Cash Amount - AMT,Yes,LONG ISLAND CIT,NY,,
4456,Garage - 049,Damage / Estimate,05/04/2018,06/05/2018,No Satisfactory Agreement - NSA,No,NEW YORK,NY,,
4457,Dry Cleaners - 230,Lost Property - L02,03/23/2018,03/27/2018,No Satisfactory Agreement - NSA,No,NEW YORK,NY,,
4458,Electronic Store - 001,Breach of Contract - B03,12/21/2017,01/29/2018,Referred to Outside - RTO,,BROOKLYN,NY,,
4459,Home Improvement Contractor - 100,Non-Delivery of Service - N02,12/22/2017,01/17/2018,Advised to Sue - ATS,No,CORAM,NY,,
4460,Electronic Store - 001,Breach of Contract - B03,09/08/2017,09/22/2017,Unable to Locate Business - ULV,,NEW YORK,NY,,
4461,Electronic Store - 001,Misrepresentation - M01,06/12/2018,07/02/2018,No Satisfactory Agreement - NSA,No,NEW YORK,NY,,
4462,Electronic Store - 001,Misrepresentation - M01,02/10/2017,03/03/2017,Cash Amount - AMT,Yes,RICHMOND HILL,NY,,
4463,Furniture Sales - 242,Damaged Goods - D01,02/16/2018,03/16/2018,Goods Exchanged - GEX,Yes,MANCHESTER,CT,,
4464,Dry Cleaners - 230,Surcharge/Overcharge - S02,06/13/2018,06/28/2018,Cash Amount - AMT,Yes,BROOKLYN,NY,,
4465,Secondhand Dealer Auto - 005,Advertising/General - A01,12/14/2016,01/20/2017,No Satisfactory Agreement - NSA,No,LONG ISLAND CITY,NY,,
4466,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,04/26/2017,05/17/2017,Goods Exchanged - GEX,Yes,GARDEN CITY,NY,,
4467,Travel Agency - 440,Misrepresentation - M01,12/20/2016,01/17/2017,Resolved and Consumer Satisfied - SPF,Yes,JACKSON HTS,NY,,
4468,Auto Rental - 213,Surcharge/Overcharge - S02,11/24/2017,12/26/2017,Complaint Invalid - CIN,,PARK RIDGE,NJ,,
4469,Tow Truck Company - 124,Surcharge/Overcharge - S02,11/03/2017,12/11/2017,Cash Amount - AMT,Yes,STATEN ISLAND,NY,,
