Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip ,Longitude,Latitude
ELITE HOME,Furniture Sales - 242,Non-Delivery of Goods - N01,02/16/2018,03/08/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,955,3RD AVE,,NEW YORK,NY,10022,11739,-73.96736452557124,40.760346163859325
THE TIMBERLAND COMPANY,Mailorder Misc - 319,Non-Delivery of Goods - N01,08/28/2018,09/05/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,200,DOMAIN DR,,STRATHAM,NH,03885,12458,,
MATTRESS FIRM,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,07/18/2017,08/17/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,5815,GULF FWY,,HOUSTON,TX,77023,11105,-73.9161688412219,40.76243648306113
ELITE AUTO MALL INC.,Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,01/26/2018,03/02/2018,Cash Amount - AMT,Yes,500.00,6074,METROPOLITAN AVE,,RIDGEWOOD,NY,11385,10457,-73.90276222266381,40.71277334574995
DIAMONDS INTERNATIONAL JEWELRY STORE,Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,04/26/2018,05/22/2018,No Satisfactory Agreement - NSA,No,0.00,38,W 48TH ST,,NEW YORK,NY,10036,30094,-73.97989817205469,40.75802697917228
COHN HOME IMPROVEMENT & CONSTRUCTION LLC,Home Improvement Contractor - 100,Quality of Work - Q01,01/31/2017,02/01/2017,Referred to Hearing - RTH,No,0.00,373,96TH ST,B1,BROOKLYN,NY,11209,10021,,
THE BROOKLYN HOUSE BY LIVING LAB,Hotel/Motel - 460,Breach of Contract - B03,05/01/2018,05/04/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,165.00,190,GREENPOINT AVE,,BROOKLYN,NY,11222,,-73.9527989225403,40.73032453215904
AUTOMOTION UNLIMITED INC.,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,03/23/2018,04/06/2018,Cash Amount - AMT,Yes,250.00,9704,ATLANTIC AVE,,OZONE PARK,NY,11416,08043,,
PARAGON DUMPSTER,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,03/30/2018,04/17/2018,Advised to Sue - ATS,No,0.00,2105,FLATBUSH AVE,,BROOKLYN,NY,11234,10027,,
"PRESTIGE AUTO SERVICE, INC.",Secondhand Dealer Auto - 005,Breach of Warranty - B04,05/11/2018,06/04/2018,Advised to Sue - ATS,No,0.00,2615,CROPSEY AVE,,BROOKLYN,NY,11214,06525,,
"CELL CITY COMMUNICATION, INC.",Electronic Store - 001,Defective Goods - D02,01/12/2017,02/13/2017,Complaint Invalid - CIN,NA,0.00,3439,JEROME AVE,,BRONX,NY,10467,10453,,
B.B. KING BLUES CLUB & GRILL,Tickets-Live Perf - 260,Misrepresentation - M01,02/13/2018,03/01/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,237,W 42ND ST,,NEW YORK,NY,10036,,,
SEL ROSE RESTAURANT,Restaurant - 818,Surcharge/Overcharge - S02,07/31/2018,08/02/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,134.00,1,DELANCEY ST,,NEW YORK,NY,10002,10002,-73.99382027141543,40.720241568328824
AMERICAN DESIGN FURNITURE & CARPET CORP.,Furniture Sales - 242,Wrong Goods - W01,02/10/2017,03/07/2017,Advised to Sue - ATS,No,0.00,3294,STEINWAY ST,,ASTORIA,NY,11103,11105,,
FULTON WIRELESS INC.,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,07/14/2017,08/07/2017,Cash Amount - AMT,Yes,300.00,463,FULTON ST,,BROOKLYN,NY,11201,11233,-73.98675884969879,40.69123155890398
SYLWIA WINN,Home Improvement Contractor - 100,Outstanding Judgment - J01,11/09/2017,11/27/2017,Referred to Hearing - RTH,No,0.00,2980,HYLAN BLVD,,STATEN ISLAND,NY,10306,10314,,
NEW SUNRISE DRY CLEANERS INC,Dry Cleaners - 230,Damaged Goods - D01,07/17/2018,07/26/2018,Advised to Sue - ATS,No,0.00,2112,CORTELYOU RD,,BROOKLYN,NY,11226,11226,-73.95833001980867,40.643951473009395
"QUEENS EMPLOYMENT AGENCY, INC.",Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,06/05/2018,06/08/2018,Cash Amount - AMT,Yes,120.00,8922,ROOSEVELT AVE,2,JACKSON HTS,NY,11372,11226,-73.87730608789225,40.7483210907798
HAIM TOWING INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,06/26/2017,07/13/2017,Cash Amount - AMT,Yes,517.00,1979,STILLWELL AVE,,BROOKLYN,NY,11223,11214,,
"REMEX, INC.",Debt Collection Agency - 122,Billing Dispute - B02,08/31/2018,09/13/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,307,WALL ST,,PRINCETON,NJ,08540,11362,,
P. C. RICHARD & SON LONG ISLAND CORPORATION,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/24/2018,06/20/2018,Goods Exchanged - GEX,Yes,0.00,150,PRICE PKWY,,FARMINGDALE,NY,11735,10304,-74.16640875561487,40.590089997165194
"BUDGET WIRELESS RETAIL, LLC",Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,12/22/2017,01/29/2018,No Consumer Response - NCR,NA,0.00,300,E 55TH ST,24A,NEW YORK,NY,10022,11374,-73.86316246852569,40.72883111628408
COAST PROFESSIONAL INC,Debt Collection Agency - 122,Billing Dispute - B02,05/22/2017,06/20/2017,Bill Reduced - BLR,Yes,0.00,214,EXPO CIR,7,WEST MONROE,LA,71292,11230,,
DANNY'S FURNITURE,Furniture Sales - 242,Surcharge/Overcharge - S02,08/01/2018,08/10/2018,Referred to Outside - RTO,NA,0.00,25,W FORDHAM RD,,BRONX,NY,10468,10468,-73.90244899086946,40.862715107517445
UNIVERSAL ELECTRONICS & APPLIANCES INC.,Electronic Store - 001,Advertising/General - A01,01/23/2018,02/06/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,1170,FULTON ST,,BROOKLYN,NY,11216,10459,-73.9540526222418,40.68077654771478
QUEENS FINEST COLLISION INC,Tow Truck Company - 124,Surcharge/Overcharge - S02,04/13/2018,04/24/2018,Cash Amount - AMT,Yes,340.00,20612,JAMAICA AVE,,QUEENS VILLAGE,NY,11428,10452,,
BARGAIN FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,07/31/2018,08/09/2018,Cash Amount - AMT,Yes,135.00,1164,LIBERTY AVE,,BROOKLYN,NY,11208,11365,-73.86642700398464,40.67878959300017
KLC CONSTRUCTION,Home Improvement Contractor - 100,Non-Delivery of Service - N02,09/27/2017,10/12/2017,Cash Amount - AMT,Yes,700.00,138,ROSWELL AVE,,STATEN ISLAND,NY,10314,10314,-74.18834403341836,40.58912839193145
PRESTIGE MOTOR SALES INC,Secondhand Dealer Auto - 005,Misrepresentation - M01,02/02/2018,03/01/2018,Advised to Sue - ATS,No,0.00,122,18TH ST,,BROOKLYN,NY,11215,11217,,
"BREEN BROS. TOWING, INC.",Tow Truck Company - 124,Surcharge/Overcharge - S02,04/20/2018,05/24/2018,Bill Reduced - BLR,Yes,3233.00,59,TIOGA ST,,STATEN ISLAND,NY,10301,10306,,
TRUCK REPAIR OF BROOKLYN NY,Secondhand Dealer Auto - 005,Damaged Goods - D01,03/23/2018,04/05/2018,Advised to Sue - ATS,No,0.00,111,58TH ST,,BROOKLYN,NY,11220,11369,-74.02333274969158,40.645633718882365
YES AUTOS INC.,Secondhand Dealer Auto - 005,,09/13/2017,10/20/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,7402,QUEENS BLVD,,ELMHURST,NY,11373,10475,-73.8895200992918,40.73906442522318
IKEA,Furniture Sales - 242,Non-Delivery of Goods - N01,08/16/2018,08/23/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,1,BEARD ST,,BROOKLYN,NY,11231,11229,-74.01112128202323,40.67229010742321
BLOOMINGDALE'S INC.,Retail Store - 820,Exchange Goods/Contract Cancelled - E01,06/01/2018,07/02/2018,Complaint Invalid - CIN,NA,0.00,1000,3RD AVE,,NEW YORK,NY,10022,11375,-73.96658422171976,40.761550882570425
CYCLONE APPLIANCE SERVICE,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,09/26/2017,10/05/2017,No Satisfactory Agreement - NSA,No,0.00,4220,ASTORIA BLVD,,ASTORIA,NY,11103,11417,-73.90872428456615,40.76849121790691
HOME DEPOT USA INC,Appliances - 244,Defective Goods - D02,08/01/2017,09/15/2017,Cash Amount - AMT,Yes,603.00,1300-1320,CORPORATE DR,,WESTBURY,NY,11590,10473,-73.83894758409845,40.82797275630884
"JAHMAXX, INC",Mailorder Misc - 319,Non-Delivery of Goods - N01,07/11/2017,08/17/2017,Goods Received - GDR,Yes,504.00,2152,RALPH AVE,441,BROOKLYN,NY,11234,12929,,
CYCLONE CITY INC.,Tow Truck Company - 124,Misrepresentation - M01,04/27/2017,05/04/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,2725,W 16TH ST,,BROOKLYN,NY,11224,11239,-73.98447674778804,40.58073988178852
Done-Rite Contracting Inc.,Home Improvement Contractor - 100,Misrepresentation - M01,11/24/2017,01/05/2018,No Consumer Response - NCR,NA,0.00,65,OAK LN,,STATEN ISLAND,NY,10312,10301,,
EAST MORE CLEANERS INC,Dry Cleaners - 230,Damaged Goods - D01,01/04/2017,01/18/2017,Goods Repaired - GRS,Yes,0.00,1456,2ND AVE,,NEW YORK,NY,10075,10021,-73.95639812918394,40.771477952104554
,Pedicab Driver - 131,Damage / Estimate,06/18/2018,07/18/2018,No Satisfactory Agreement - NSA,No,0.00,,,,,,,06437,-73.97301575364541,40.76427809800246
"RETRIEVAL-MASTERS CREDITORS BUREAU, INC.",Debt Collection Agency - 122,Billing Dispute - B02,05/05/2017,05/25/2017,Bill Reduced - BLR,Yes,465.00,PO BOX,160,,ELMSFORD,NY,10523,10469,,
UNION SUPPLY GROUP,Mailorder Misc - 319,Refund Policy - R01,03/16/2018,03/28/2018,Cash Amount - AMT,Yes,385.00,,,,,,,10562,,
T-MOBILE NORTHEAST LLC,Electronic Store - 001,Defective Goods - D02,09/18/2017,10/25/2017,Cash Amount - AMT,Yes,75.00,2711,CENTERVILLE RD,,WILMINGTON,DE,19808,11235,,
SUNNY JOBS AGENCY INC,Employment Agency - 034,Non-Delivery of Service - N02,10/13/2017,11/16/2017,Cash Amount - AMT,Yes,180.00,13525,40TH RD,,FLUSHING,NY,11354,11368,-73.83012303491829,40.75887237523752
J&C TOWING INC,Tow Truck Company - 124,Misrepresentation - M01,02/09/2018,04/13/2018,Advised to Sue - ATS,No,0.00,9,WOODHULL ST,,BROOKLYN,NY,11231,10004,,
"STEPHEN EINSTEIN & ASSOCIATES, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,07/25/2017,08/28/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,39,BROADWAY,1250,NEW YORK,NY,10006,11104,,
BIG BUS TOURS,Sightseeing Bus - 078,Advertising/General - A01,01/05/2017,02/14/2017,Cash Amount - AMT,Yes,0.00,712,7TH AVE,,NEW YORK,NY,10036,60615,-73.98440620377556,40.75952630795801
FIVE BORO MECHANICAL,Home Improvement Contractor - 100,Misrepresentation - M01,06/29/2017,08/02/2017,Advised to Sue - ATS,No,0.00,12421,HILLSIDE AVE,,RICHMOND HILL,NY,11418,11105,,
,Dry Cleaners - 230,Damaged Goods - D01,07/07/2017,07/18/2017,Unable to Locate Business - ULV,NA,0.00,,,,,,,11201,-73.98532359264277,40.69158546006332
"COACH USA, INC.",Travel Agency - 440,,07/24/2017,08/23/2017,Referred to Outside - RTO,NA,0.00,160,,,PARAMUS,NJ,07652,,,
"AT&T MOBILITY SUPPLY, LLC",Electronic Store - 001,Surcharge/Overcharge - S02,01/04/2017,02/03/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,1010,N SAINT MARYS ST,9,SAN ANTONIO,TX,78215,11373,,
"STATEN ISLAND PLUMBING & HEATING, SEWER & DRAINS",Other,Quality of Work - Q01,02/09/2018,03/07/2018,Advised to Sue - ATS,No,0.00,2500,RICHMOND AVE,,STATEN ISLAND,NY,10314,10308,-74.15166799273881,40.55194383193806
MATTRESS FIRM,Furniture Sales - 242,Damaged Goods - D01,05/31/2017,06/26/2017,Complaint Invalid - CIN,NA,0.00,5815,GULF FWY,,HOUSTON,TX,77023,10303,-74.15751833152662,40.632517902108034
MULTILINE CONTRACTING GROUP INC.,Home Improvement Contractor - 100,Damaged Goods - D01,03/23/2018,04/13/2018,Referred to Outside - RTO,NA,0.00,2138,WALLACE AVE,262,BRONX,NY,10462,10462,-73.86481331044513,40.85413014360452
CELL NATION OF JAMAICA INC.,Electronic Store - 001,Surcharge/Overcharge - S02,02/24/2017,03/22/2017,Cash Amount - AMT,Yes,40.00,9417,JAMAICA AVE,,WOODHAVEN,NY,11421,11421,,
"RECEIVABLES PERFORMANCE MANAGEMENT, LLC",Debt Collection Agency - 122,Misrepresentation - M01,10/06/2017,10/19/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,20816,44TH AVE W,,LYNNWOOD,WA,98036,10039,,
"JETS TOWING, INC.",Tow Truck Company - 124,Billing Dispute - B02,05/22/2017,06/01/2017,Cash Amount - AMT,Yes,93.00,988,E 49TH ST,,BROOKLYN,NY,11203,11239,-73.92799119759786,40.638757065775124
ABSTRACT ENTERPRISES LLC,Electronic Store - 001,Breach of Warranty - B04,09/15/2017,10/05/2017,Goods Exchanged - GEX,Yes,338.00,44,COURT ST,1217,BROOKLYN,NY,11201,10461,-73.9909632355784,40.69259062658877
"FONSECA, REGINALDO",Home Improvement Contractor - 100,Non-Delivery of Goods - N01,05/18/2018,05/30/2018,Cash Amount - AMT,Yes,1000.00,72,PARK AVE,,HARRISON,NY,10528,10469,,
DO REFRIGERATION,Electronic & Home Appliance Service Dealer - 115,Damaged Goods - D01,12/28/2017,02/01/2018,No Business Response - NVR,No,0.00,175,E 105TH ST,2R,NEW YORK,NY,10029,11220,-73.9458832778182,40.79120539640021
ENTOURAGE FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,03/22/2017,04/18/2017,Advised to Sue - ATS,No,0.00,490,W 207TH ST,,NEW YORK,NY,10034,10034,-73.91861455289543,40.864316823057685
AA MATTRESS INTERNET WHOLESALE COMPANY,Furniture Sales - 242,Wrong Goods - W01,03/30/2018,05/04/2018,No Business Response - NVR,No,0.00,125,CHRISTOPHER ST,,NEW YORK,NY,10014,33180,,
"BOB'S DISCOUNT FURNITURE, LLC",Furniture Sales - 242,Defective Goods - D02,08/25/2017,09/07/2017,Cash Amount - AMT,Yes,652.00,428,TOLLAND TPKE,,MANCHESTER,CT,06042,10459,,
T-MOBILE NORTHEAST LLC,Misc Non-Food Retail - 817,Damaged Goods - D01,03/02/2017,03/23/2017,Cash Amount - AMT,Yes,50.00,2711,CENTERVILLE RD,,WILMINGTON,DE,19808,11691,-73.8076554222087,40.70177620029449
"SEARS HOME IMPROVEMENT PRODUCTS, INC.",Home Improvement Contractor - 100,Quality of Work - Q01,04/06/2018,05/17/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,1024,FLORIDA CENTRAL PKWY,,LONGWOOD,FL,32750,10469,,
RAPID EAST 87TH CORP.,Garage - 049,Advertising/General - A01,04/13/2017,04/28/2017,Cash Amount - AMT,Yes,15.00,55,E 87TH ST,,NEW YORK,NY,10128,07024,-73.97182901929041,40.76207104091561
JOYERIA ELIZABETH I CORP.,Pawnbroker - 080,Non-Delivery of Goods - N01,03/27/2018,03/28/2018,Advised to Sue - ATS,No,0.00,551,W 207TH ST,,NEW YORK,NY,10034,10467,-73.92013817206667,40.86603606857055
EASY SHOPPING FURNITURE DEPT. STORE,Furniture Sales - 242,Non-Delivery of Goods - N01,11/03/2017,11/14/2017,Goods Received - GDR,Yes,490.00,310,E 149TH ST,,BRONX,NY,10451,11212,-73.92110388745148,40.81695035386407
EVENT TICKETS CO P3,Ticket Seller Business,Misrepresentation - M01,04/27/2018,05/04/2018,Cash Amount - AMT,Yes,280.00,PO BOX,,,BELLEVUE,WA,98015,10028,,
MELLIZO Y RAFELO,Misc Non-Food Retail - 817,Quality of Work - Q01,09/20/2017,10/20/2017,Advised to Sue - ATS,No,0.00,2404,AMSTERDAM AVE,,NEW YORK,NY,10033,10033,,
"BROADWAY KITCHENS & BATHS, INC.",Home Improvement Contractor - 100,Breach of Contract - B03,01/20/2017,02/24/2017,Advised to Sue - ATS,No,0.00,819,BROADWAY,,NEW YORK,NY,10003,10017,,
OLYMPIC GLASS AND METAL INC.,Home Improvement Contractor - 100,Misrepresentation - M01,05/30/2017,06/26/2017,Referred to Hearing - RTH,No,0.00,1165,48TH ST,,BROOKLYN,NY,11219,11235,,
REALITY PARKING LLC,Garage - 049,Damaged Goods - D01,03/06/2017,05/03/2017,Cash Amount - AMT,Yes,2782.00,,,,,,,20901,,
"ROACH & MURTHA ATTORNEYS AT LAW, P.C.",Debt Collection Agency - 122,Harassment - H01,08/28/2017,09/13/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,6901,JERICHO TPKE,101,SYOSSET,NY,11791,10466,-73.89009969236929,40.80991220275123
"HOMEAWAY.COM, INC",Other,Breach of Contract - B03,12/20/2016,01/27/2017,Consumer Took Action - CTA,No,0.00,1011,W 5TH ST,300,AUSTIN,TX,78703,11379,-73.855199298862,40.723976875488944
KABINET KING USA INC.,Misc Non-Food Retail - 817,Quality of Work - Q01,01/04/2017,03/03/2017,No Satisfactory Agreement - NSA,No,0.00,21136,HILLSIDE AVE,,QUEENS VLG,NY,11427,11361,,
"HOME TILE CENTER OF NY, INC.",Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,07/27/2017,08/07/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,439.00,3502,NORTHERN BLVD,,LONG ISLAND CITY,NY,11101,10021,-73.92904177120877,40.75202607630817
STEINWAY TOWING INC.,Tow Truck Company - 124,Misrepresentation - M01,08/21/2018,09/07/2018,Cash Amount - AMT,Yes,136.00,1841,STEINWAY ST,,ASTORIA,NY,11105,11358,-73.8981190748836,40.77934326397245
P.L.E. TOWING INC.,Tow Truck Company - 124,,04/17/2018,05/04/2018,Cash Amount - AMT,Yes,136.00,1841,STEINWAY ST,,ASTORIA,NY,11105,11105,-73.8981190748836,40.77934326397245
EXPERT HOME IMPROVEMENT,Home Improvement Contractor - 100,Quality of Work - Q01,09/25/2017,10/12/2017,No Business Response - NVR,No,0.00,1201,OCEAN PKWY,1B,BROOKLYN,NY,11230,11226,,
"BRIDGEPORT FINANCIAL, INC.",Debt Collection Agency - 122,Billing Dispute - B02,01/05/2018,02/07/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,1111,WILLOW ST,FL 2,SAN JOSE,CA,95125,10002,,
HONEYGRAMZ,Misc Non-Food Retail - 817,Damaged Goods - D01,02/27/2018,03/12/2018,Referred to Outside - RTO,NA,0.00,33-69,,,NEW YORK,NY,10003,10001,-74.01079950184648,40.711016086825815
"PARK-SERV, INC.",Garage - 049,Advertising/General - A01,11/21/2017,12/08/2017,No Consumer Response - NCR,NA,0.00,270,MADISON AVE,2,NEW YORK,NY,10016,11545,-73.9810627676493,40.76261089837474
"KIRSCHENBAUM & PHILLIPS, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,12/01/2017,12/15/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,40,DANIEL ST,7,FARMINGDALE,NY,11735,11237,,
MANGOLIA CONSTRUCTION & RENOVATION INC.,Home Improvement Contractor - 100,Quality of Work - Q01,05/02/2017,06/08/2017,Referred to Outside - RTO,NA,0.00,31,STEUBEN ST,,STATEN ISLAND,NY,10304,,,
STAR RECOVERY INC,Tow Truck Company - 124,Billing Dispute - B02,08/17/2018,08/22/2018,Referred to Outside - RTO,NA,0.00,1555,BASSETT AVE,,BRONX,NY,10461,10475,,
,Home Improvement Contractor - 100,,06/15/2018,07/09/2018,No Consumer Response - NCR,NA,0.00,,,,,,,11217,-73.9798828537405,40.67727888710914
"MAGIC CORSETS OF BRIGHTON BEACH, INC.",Wearing Apparel - 450,Exchange Goods/Contract Cancelled - E01,01/19/2017,02/06/2017,Advised to Sue - ATS,No,0.00,258,BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,11229,-73.96533034513467,40.57676671417331
ELMIN WIRELESS SOLUTION INCORPORATED,Electronic Store - 001,Non-Delivery of Goods - N01,05/30/2017,06/22/2017,No Consumer Response - NCR,NA,0.00,558,W 181ST ST,,NEW YORK,NY,10033,10033,,
JIFFY AIRPORT PARKING JFK,Garage - 049,Damaged Goods - D01,05/15/2018,05/25/2018,Referred to Outside - RTO,NA,0.00,13024,S CONDUIT AVE,,JAMAICA,NY,11430,10314,-73.80992771326412,40.666300971313795
"MAJOR WORLD CHEVROLET, L.L.C.",Secondhand Dealer Auto - 005,Misrepresentation - M01,01/26/2018,02/07/2018,Goods Received - GDR,Yes,0.00,4340,NORTHERN BLVD,,LONG ISLAND CITY,NY,11101,10017,-73.91968481352149,40.753460924751224
85 COLLISION CONCEPTS INC.,Tow Truck Company - 124,Refund Policy - R01,10/11/2017,11/27/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,10411,101ST ST,,OZONE PARK,NY,11417,11434,-73.83941057187866,40.68105243702751
LIBERTY AUTOLAND INC,Secondhand Dealer Auto - 005,Damaged Goods - D01,11/03/2017,12/04/2017,Complaint Invalid - CIN,NA,0.00,9748,76TH ST,,OZONE PARK,NY,11416,11435,-73.78227858186924,40.70542546058904
BEAR TRANSPORTATION LLC,Tow Truck Company - 124,Misrepresentation - M01,07/31/2018,08/20/2018,No Consumer Response - NCR,NA,0.00,953,COLGATE AVE,,BRONX,NY,10473,,,
PRIMARY PARKING LLC,Garage - 049,Surcharge/Overcharge - S02,02/24/2017,03/21/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,55.00,,,,,,,23707,-73.99218451046113,40.76415473489274
SPINK USA INC.,Auction House - 128,Lost Property - L02,05/25/2017,06/20/2017,Advised to Sue - ATS,No,0.00,145,W 57TH ST,FL 18,NEW YORK,NY,10019,10530,,
DOLLAR TREE INC,Retail Store - 820,Refund Policy - R01,07/03/2018,06/27/2018,Store Credit - SCR,Yes,10.00,500,VOLVO PKWY,,CHESAPEAKE,VA,23320,11377,-73.92573381112894,40.74399010940404
JAV HOME AUTOMATION,Home Improvement Contractor - 100,Non-Delivery of Service - N02,07/13/2018,08/06/2018,No Consumer Response - NCR,NA,0.00,10712,95TH AVE,,OZONE PARK,NY,11416,11421,-73.83758990203451,40.689904529203965
"NORTH SHORE AGENCY, LLC",Debt Collection Agency - 122,Misrepresentation - M01,02/27/2018,03/09/2018,Bill Reduced - BLR,Yes,46.00,270,SPAGNOLI RD,STE 110,MELVILLE,NY,11747,11215,,
"MRS BPO, L.L.C.",Debt Collection Agency - 122,Billing Dispute - B02,05/08/2017,05/19/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,1930,OLNEY AVE,,CHERRY HILL,NJ,08003,10457,,
,Pedicab Driver - 131,Surcharge/Overcharge - S02,08/04/2017,08/30/2017,Cash Amount - AMT,Yes,104.00,,,,,,,07701,-73.95356070431467,40.76588580691567
HOTEL FIVE44 NEW YORK CITY,Hotel/Motel - 460,Breach of Contract - B03,08/15/2017,09/29/2017,Cash Amount - AMT,Yes,50.00,544,W 48TH ST,,NEW YORK,NY,10036,40207,-73.99436490847458,40.764121925268185
MUGHAL WATERPROOFING CO.,Home Improvement Contractor - 100,Quality of Work - Q01,11/22/2017,12/07/2017,Referred to Outside - RTO,NA,0.00,358,E 9TH ST,,BROOKLYN,NY,11218,11229,-73.97004649439614,40.640060270964156
"LIVING SOLUTIONS DESIGN GROUP, INC.",Home Improvement Contractor - 100,Misrepresentation - M01,04/27/2017,05/19/2017,Goods Exchanged - GEX,Yes,8304.00,20,JONES ST,,NEW ROCHELLE,NY,10801,10016,,
"GREYHOUND LINES, INC",Misc Non-Food Retail - 817,Non-Delivery of Service - N02,08/07/2018,08/17/2018,Referred to Outside - RTO,NA,0.00,PO BOX,P O BOX 660362,,DALLAS,TX,75266,10465,,
WORLD CONTRACTING INC,Misc Non-Food Retail - 817,Misrepresentation - M01,05/04/2018,05/14/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,2506,Atlantic Ave,,Brooklyn,NY,11207,11414,,
"FRR RECOVERY, INC.",Debt Collection Agency - 122,Misrepresentation - M01,08/07/2018,08/09/2018,Bill Reduced - BLR,Yes,187.00,80,MARCUS DR,,MELVILLE,NY,11747,11374,,
"SEARS, ROEBUCK AND CO.",Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,01/18/2018,02/22/2018,Complaint Invalid - CIN,NA,0.00,3333,BEVERLY RD,,HOFFMAN ESTATES,IL,60179,11436,-74.01178072607121,40.65039493710045
LOCAL GREEN CORP,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,03/23/2018,03/29/2018,Complaint Invalid - CIN,NA,0.00,1100,CONEY ISLAND AVE,402,BROOKLYN,NY,11230,10013,,
L & E UNIVERSAL CONSTRUCTION INC.,Home Improvement Contractor - 100,Quality of Work - Q01,05/05/2017,06/09/2017,Advised to Sue - ATS,No,0.00,3100,OCEAN PKWY,E7,BROOKLYN,NY,11235,11224,-73.96863898194928,40.57586736940487
ELMIN WIRELESS SOLUTION INCORPORATED,Electronic Store - 001,Advertising/Misleading - A02,05/10/2017,06/07/2017,Advised to Sue - ATS,No,0.00,558,W 181ST ST,A,NEW YORK,NY,10033,10033,-73.93293601807679,40.84897766372195
LEXA BAR & GARDEN,Restaurant - 818,,06/05/2018,06/13/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,110.00,357,E 204TH ST,,BRONX,NY,10467,10029,-73.87760224098317,40.871960271720376
"EMPIRE WIRELESS, INC.",Electronic Store - 001,Breach of Contract - B03,05/16/2017,06/09/2017,No Consumer Response - NCR,NA,0.00,650,MANHATTAN AVE,,BROOKLYN,NY,11222,11224,-73.9511723585601,40.72446379817102
